date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:41:46	6662/6662	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:34%20GMT	http://fuzzycarrotnipples.com/NewsArticles/October92007.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/NewsArticles/October92007.html	(from http://fuzzycarrotnipples.com/news.html)
22:41:48	6271/6271	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:40%20GMT	http://fuzzycarrotnipples.com/NewsArticles/April62006.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/NewsArticles/April62006.html	(from http://fuzzycarrotnipples.com/news.html)
22:41:50	7147/7147	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:36%20GMT	http://fuzzycarrotnipples.com/NewsArticles/August222005.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/NewsArticles/August222005.html	(from http://fuzzycarrotnipples.com/news.html)
22:41:52	7560/7560	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:33%20GMT	http://fuzzycarrotnipples.com/NewsArticles/April72005.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/NewsArticles/April72005.html	(from http://fuzzycarrotnipples.com/news.html)
22:41:54	7460/7460	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:37%20GMT	http://fuzzycarrotnipples.com/PresidentArticles/February252005.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/PresidentArticles/February252005.html	(from http://fuzzycarrotnipples.com/news.html)
22:41:56	7127/7127	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:38%20GMT	http://fuzzycarrotnipples.com/PresidentArticles/September282004.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/PresidentArticles/September282004.html	(from http://fuzzycarrotnipples.com/news.html)
22:41:58	5724/5724	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:38%20GMT	http://fuzzycarrotnipples.com/NewsArticles/July22004.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/NewsArticles/July22004.html	(from http://fuzzycarrotnipples.com/news.html)
22:42:00	3338658/3338658	---M--	200	added ('OK')	audio/mpeg	date:Thu,%2004%20Mar%202010%2005:57:41%20GMT	http://fuzzycarrotnipples.com/DownloadFiles/Engagement.mp3	/Users/dan/websites/fcn/fuzzycarrotnipples.com/DownloadFiles/Engagement.mp3	(from http://fuzzycarrotnipples.com/store.html)
22:42:00	6063/6063	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:39%20GMT	http://fuzzycarrotnipples.com/PresidentArticles/June282004.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/PresidentArticles/June282004.html	(from http://fuzzycarrotnipples.com/news.html)
22:42:02	7383/7383	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:30%20GMT	http://fuzzycarrotnipples.com/PresidentArticles/Interview.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/PresidentArticles/Interview.html	(from http://fuzzycarrotnipples.com/news.html)
22:42:04	6263/6263	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:39%20GMT	http://fuzzycarrotnipples.com/PresidentArticles/January32004.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/PresidentArticles/January32004.html	(from http://fuzzycarrotnipples.com/news.html)
22:42:06	6439/6439	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:29%20GMT	http://fuzzycarrotnipples.com/NewsArticles/December122003.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/NewsArticles/December122003.html	(from http://fuzzycarrotnipples.com/news.html)
22:42:08	6745/6745	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:29%20GMT	http://fuzzycarrotnipples.com/NewsArticles/June22003.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/NewsArticles/June22003.html	(from http://fuzzycarrotnipples.com/news.html)
22:42:10	6095/6095	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:30%20GMT	http://fuzzycarrotnipples.com/NewsArticles/May202003.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/NewsArticles/May202003.html	(from http://fuzzycarrotnipples.com/news.html)
22:42:12	10161/10161	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:37%20GMT	http://fuzzycarrotnipples.com/NewsArticles/May32003.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/NewsArticles/May32003.html	(from http://fuzzycarrotnipples.com/news.html)
22:42:14	5138/5138	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:36%20GMT	http://fuzzycarrotnipples.com/NewsArticles/April152003.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/NewsArticles/April152003.html	(from http://fuzzycarrotnipples.com/news.html)
22:42:16	6438/6438	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:31%20GMT	http://fuzzycarrotnipples.com/NewsArticles/March272003.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/NewsArticles/March272003.html	(from http://fuzzycarrotnipples.com/news.html)
22:42:18	6353/6353	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202009%2000:16:31%20GMT	http://fuzzycarrotnipples.com/NewsArticles/Jan312003.html	/Users/dan/websites/fcn/fuzzycarrotnipples.com/NewsArticles/Jan312003.html	(from http://fuzzycarrotnipples.com/news.html)
22:43:20	4359733/4359733	---M--	200	added ('OK')	audio/mpeg	date:Wed,%2001%20Sep%202004%2003:52:50%20GMT	http://fuzzycarrotnipples.com/DownloadFiles/PresidentNoIntro.MP3	/Users/dan/websites/fcn/fuzzycarrotnipples.com/DownloadFiles/PresidentNoIntro.mp3	(from http://fuzzycarrotnipples.com/)
22:47:02	5954525/5954525	---M--	200	added ('OK')	video/quicktime	date:Sat,%2003%20Jul%202004%2003:47:22%20GMT	http://fuzzycarrotnipples.com/DownloadFiles/Fuzzy_Carrot_Nipples_Jan_04.mov	/Users/dan/websites/fcn/fuzzycarrotnipples.com/DownloadFiles/Fuzzy_Carrot_Nipples_Jan_04.qt	(from http://fuzzycarrotnipples.com/music.html)
22:47:13	83792/83792	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jan%202008%2020:43:23%20GMT	http://fuzzycarrotnipples.com/graphics/FlawlissMainSmall.jpg	/Users/dan/websites/fcn/fuzzycarrotnipples.com/graphics/FlawlissMainSmall.jpg	(from http://fuzzycarrotnipples.com/NewsArticles/January22008.html)
22:47:16	48895/48895	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Oct%202007%2006:24:08%20GMT	http://fuzzycarrotnipples.com/graphics/SellOut2.jpg	/Users/dan/websites/fcn/fuzzycarrotnipples.com/graphics/SellOut2.jpg	(from http://fuzzycarrotnipples.com/NewsArticles/August222005.html)
22:47:22	46138/46138	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Oct%202007%2006:18:44%20GMT	http://fuzzycarrotnipples.com/graphics/BrazenMarketingPloyDog.jpg	/Users/dan/websites/fcn/fuzzycarrotnipples.com/graphics/BrazenMarketingPloyDog.jpg	(from http://fuzzycarrotnipples.com/NewsArticles/April72005.html)
22:47:24	343/343	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Sep%202017%2003:47:21%20GMT	http://fuzzycarrotnipples.com/graphics/PresidentLogo.jpg	/Users/dan/websites/fcn/fuzzycarrotnipples.com/graphics/PresidentLogo.44.delayed	(from http://fuzzycarrotnipples.com/PresidentArticles/Interview.html)
22:47:27	46028/46028	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Oct%202007%2006:18:45%20GMT	http://fuzzycarrotnipples.com/graphics/BrazenMarketingPloyHead.jpg	/Users/dan/websites/fcn/fuzzycarrotnipples.com/graphics/BrazenMarketingPloyHead.jpg	(from http://fuzzycarrotnipples.com/PresidentArticles/February252005.html)
22:47:28	10888/10888	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Sep%202004%2020:14:21%20GMT	http://fuzzycarrotnipples.com/Images/Katy1.jpg	/Users/dan/websites/fcn/fuzzycarrotnipples.com/Images/Katy1.jpg	(from http://fuzzycarrotnipples.com/NewsArticles/April152003.html)
22:47:30	9086/9086	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Sep%202004%2020:14:21%20GMT	http://fuzzycarrotnipples.com/Images/Katy2.jpg	/Users/dan/websites/fcn/fuzzycarrotnipples.com/Images/Katy2.jpg	(from http://fuzzycarrotnipples.com/NewsArticles/April152003.html)
22:47:32	138296/138296	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202006%2020:07:50%20GMT	http://fuzzycarrotnipples.com/Images/BarbarianDan.jpg	/Users/dan/websites/fcn/fuzzycarrotnipples.com/Images/BarbarianDan.jpg	(from http://fuzzycarrotnipples.com/NewsArticles/April62006.html)
22:47:34	179658/179658	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Oct%202007%2006:23:02%20GMT	http://fuzzycarrotnipples.com/graphics/MatrimonialSmaller.jpg	/Users/dan/websites/fcn/fuzzycarrotnipples.com/graphics/MatrimonialSmaller.jpg	(from http://fuzzycarrotnipples.com/NewsArticles/October92007.html)
